customer_id,employee_count,company_size,tenure_months,contract_value_annual,modules_subscribed,has_payroll_module,active_users_ratio,monthly_active_users,support_tickets_per_month,health_score,training_sessions_attended,onboarding_completed,features_used_ratio,avg_logins_per_user_month,last_qbr_attendance,payment_delays_last_year,critical_issues_last_quarter,industry,churned
CUST0691,410,medium,108,55613.96,1,0,0.86,353,2.14,100.0,2,1,0.75,19.59,0,2,1,Technology,0
CUST0692,78,small,12,11963.35,6,0,0.43,33,1.84,75.0,2,1,0.75,8.97,1,2,0,Technology,0
CUST0693,312,medium,96,44721.26,1,0,0.25,77,2.58,50.0,2,1,0.75,5.75,1,2,1,Technology,0
CUST0694,544,medium,192,85988.9,1,0,0.79,428,7.24,87.5,6,1,0.75,14.15,1,3,1,Retail,1
CUST0695,72,small,60,7707.93,1,0,0.73,52,2.58,75.0,3,1,0.75,9.55,1,3,2,Technology,0
CUST0696,476,medium,168,68701.78,5,0,0.59,281,1.24,50.0,2,1,0.75,11.71,0,3,0,Retail,1
CUST0697,198,small,108,21202.78,1,0,0.36,70,2.34,62.5,5,1,0.75,7.54,0,2,0,Technology,0
CUST0698,51,small,36,6009.35,1,0,0.81,41,2.11,87.5,5,1,0.75,14.32,1,2,2,Retail,0
CUST0699,95,small,60,14747.72,1,0,0.55,51,3.3,75.0,3,1,0.75,10.45,1,2,0,Retail,0
CUST0700,364,medium,108,37158.84,2,0,0.94,341,5.31,100.0,2,1,0.75,18.5,0,2,0,Technology,0
CUST0701,154,small,12,20301.42,4,0,0.74,113,5.19,87.5,4,1,1.0,13.0,1,2,0,Technology,1
CUST0702,858,medium,204,93650.17,6,0,0.6,514,3.58,75.0,3,1,0.75,8.25,1,2,2,Retail,0
CUST0703,440,medium,96,66802.75,5,0,0.74,324,7.97,75.0,2,1,0.75,12.13,1,2,0,Retail,0
CUST0704,282,medium,60,36254.72,1,0,0.92,259,2.58,87.5,1,1,0.75,20.68,1,2,2,Retail,0
CUST0705,384,medium,120,43989.72,6,0,0.71,272,5.61,100.0,2,1,0.75,12.87,1,2,0,Retail,0
CUST0706,441,medium,96,55735.15,1,0,0.63,275,0.98,50.0,3,1,0.75,15.28,1,1,1,Retail,0
CUST0707,616,medium,12,69989.31,4,0,0.44,272,1.69,50.0,2,1,0.75,10.09,0,1,1,Retail,1
CUST0708,880,medium,228,152929.31,1,0,0.67,593,1.77,75.0,3,1,0.75,16.66,1,1,2,Technology,0
CUST0709,480,medium,84,67506.97,4,0,0.89,429,1.47,62.5,3,1,0.75,12.36,1,2,0,Retail,0
CUST0710,64,small,36,7710.4,1,0,0.23,14,6.48,50.0,0,1,1.0,5.43,1,3,0,Technology,1
CUST0711,160,small,120,24217.25,1,0,0.65,103,1.25,87.5,2,1,0.75,10.89,1,2,0,Retail,0
CUST0712,114,small,0,17198.72,6,0,0.19,21,2.63,62.5,5,0,1.0,2.45,1,3,1,Technology,1
CUST0713,190,small,36,31896.98,3,0,0.9,170,5.44,75.0,4,1,0.75,20.86,1,2,0,Technology,0
CUST0714,152,small,60,18937.6,3,0,0.75,114,1.65,100.0,2,1,0.75,12.96,1,2,0,Technology,0
CUST0715,960,medium,60,157873.79,6,0,0.77,735,3.34,100.0,1,1,1.0,16.89,0,2,0,Technology,0
CUST0716,204,medium,72,26810.53,1,0,0.45,92,5.78,62.5,2,1,0.75,10.1,1,1,0,Technology,0
CUST0717,588,medium,216,70477.51,2,0,0.73,431,2.14,50.0,2,1,0.75,15.07,1,2,0,Technology,0
CUST0718,192,small,24,32457.0,6,0,0.38,72,5.59,62.5,2,1,0.75,7.26,1,2,2,Technology,0
CUST0719,441,medium,108,47524.84,1,0,0.21,94,1.78,62.5,2,1,0.75,3.41,1,2,3,Technology,0
CUST0720,324,medium,108,42474.74,1,0,0.7,227,3.36,100.0,0,1,0.75,12.58,1,2,0,Retail,0
CUST0721,336,medium,60,53216.46,4,0,0.66,222,4.2,50.0,2,1,0.75,14.29,1,2,0,Technology,1
CUST0722,814,medium,144,102159.36,3,0,0.71,575,1.56,87.5,2,1,0.75,9.25,1,2,0,Technology,0
CUST0723,120,small,24,15786.4,1,0,0.57,68,2.06,75.0,0,1,0.75,8.29,0,2,0,Technology,0
CUST0724,299,medium,96,29525.15,6,0,0.66,196,2.32,87.5,3,1,0.75,15.77,1,2,1,Technology,0
CUST0725,220,medium,48,35974.59,1,0,0.74,161,4.32,87.5,6,1,0.75,13.38,1,3,0,Technology,0
CUST0726,210,medium,48,22731.42,1,0,0.49,103,1.04,62.5,2,1,1.0,10.55,0,3,0,Technology,1
CUST0727,140,small,48,15418.52,1,0,0.19,25,1.73,50.0,1,1,0.75,3.39,1,2,0,Technology,0
CUST0728,0,,0,0.0,1,0,0.89,0,1.29,75.0,2,0,0.75,19.48,1,2,0,Technology,0
CUST0729,770,medium,120,80647.1,6,0,0.68,520,1.92,75.0,2,1,0.75,11.69,1,2,0,Technology,0
CUST0730,560,medium,192,53799.55,1,0,0.67,376,2.03,75.0,3,1,0.75,14.91,0,2,2,Technology,0
CUST0731,234,medium,96,27767.7,1,0,0.24,57,1.44,37.5,4,1,0.75,4.85,0,1,1,Technology,0
CUST0732,14,startup,12,2235.2,1,0,0.2,2,4.94,62.5,2,1,0.75,3.68,1,3,0,Technology,1
CUST0733,184,small,36,18825.95,1,0,0.41,75,4.93,50.0,3,1,0.75,8.14,1,2,1,Technology,1
CUST0734,368,medium,96,64458.5,1,0,0.84,307,4.94,100.0,2,1,0.75,18.23,1,1,0,Technology,0
CUST0735,180,small,48,31622.1,1,0,0.24,43,4.56,37.5,3,1,0.75,3.4,0,4,1,Technology,0
CUST0736,912,medium,24,133832.96,2,0,0.56,507,1.2,50.0,0,1,0.75,11.47,1,3,1,Technology,0
CUST0737,864,medium,180,92674.98,6,0,0.57,492,3.95,75.0,3,1,0.75,7.39,1,3,2,Technology,0
CUST0738,200,small,24,31427.73,6,0,0.62,123,3.05,87.5,6,1,0.75,13.39,1,2,1,Technology,0
CUST0739,819,medium,252,111301.49,1,0,0.94,765,3.75,100.0,3,1,0.75,14.49,1,3,0,Technology,0
CUST0740,168,small,36,21227.86,1,0,0.79,133,4.9,62.5,2,1,0.75,19.39,1,2,1,Technology,0
CUST0741,117,small,36,15729.28,1,0,0.82,95,6.09,75.0,4,1,1.0,15.49,0,2,0,Technology,0
CUST0742,588,medium,12,92730.14,6,0,0.58,339,4.48,87.5,3,1,0.75,14.17,1,2,2,Retail,0
CUST0743,128,small,12,15073.48,4,0,0.76,97,4.58,62.5,5,1,0.75,15.23,1,2,0,Technology,0
CUST0744,420,medium,60,57825.44,3,0,0.8,334,2.77,87.5,4,1,0.75,14.18,1,3,0,Technology,0
CUST0745,525,medium,12,85275.92,5,0,0.42,222,3.54,37.5,2,1,0.75,6.26,0,4,1,Technology,1
CUST0746,425,medium,96,62730.71,3,0,0.48,204,0.61,62.5,3,1,0.75,10.13,1,2,0,Technology,0
CUST0747,945,medium,252,164143.67,1,0,0.56,533,3.78,62.5,3,1,1.0,13.49,1,4,0,Technology,0
CUST0748,342,medium,12,34509.39,6,0,0.79,271,1.08,75.0,1,1,0.75,11.13,1,2,0,Retail,0
CUST0749,315,medium,24,55697.11,6,0,0.18,56,1.65,37.5,6,1,0.75,3.7,1,4,3,Retail,1
CUST0750,1320,enterprise,384,195911.94,1,0,0.9,1187,0.95,62.5,3,1,0.75,18.71,1,4,2,Retail,1
CUST0751,253,medium,144,35883.39,3,0,0.98,248,1.64,100.0,2,1,0.75,23.38,1,1,0,Retail,0
CUST0752,532,medium,216,75930.43,1,0,0.53,284,7.2,87.5,3,1,0.75,9.69,1,2,1,Retail,0
CUST0753,234,medium,204,24952.12,1,0,0.18,41,1.33,50.0,1,1,0.75,3.22,1,1,1,Technology,1
CUST0754,525,medium,252,76835.42,1,0,0.19,102,1.26,62.5,2,1,0.75,3.29,1,2,1,Technology,0
CUST0755,93,small,24,15886.96,1,0,0.79,73,0.88,75.0,2,1,0.75,10.57,0,3,1,Retail,0
CUST0756,1196,enterprise,108,185261.38,3,0,0.83,988,3.99,100.0,4,1,0.75,18.83,1,2,0,Retail,0
CUST0757,410,medium,96,41096.59,6,0,0.53,218,2.02,87.5,2,1,0.75,9.48,1,2,0,Technology,0
CUST0758,640,medium,180,105575.88,1,0,0.81,520,1.22,75.0,2,1,0.75,18.16,0,1,2,Retail,0
CUST0759,266,medium,72,35199.16,3,0,0.88,233,3.27,75.0,1,1,0.75,18.59,0,2,1,Retail,0
CUST0760,222,medium,72,28644.64,1,1,0.38,84,6.41,50.0,3,1,0.75,6.16,1,2,1,Services,0
CUST0761,300,medium,180,31269.25,2,0,0.47,140,7.33,62.5,2,1,0.75,10.64,1,3,0,Retail,0
CUST0762,279,medium,12,39373.25,6,0,0.6,167,5.03,50.0,3,1,0.75,9.77,0,2,0,Technology,1
CUST0763,96,small,36,9355.31,6,0,0.23,22,1.52,25.0,2,1,0.75,4.36,1,2,0,Technology,1
CUST0764,47,startup,12,6224.6,1,0,0.73,34,1.97,75.0,2,1,0.75,17.42,1,2,0,Retail,0
CUST0765,18,startup,12,1973.33,1,0,0.41,7,4.12,75.0,5,1,1.0,8.07,1,2,1,Retail,0
CUST0766,368,medium,24,65214.49,3,0,0.55,203,4.22,75.0,2,1,0.75,10.3,1,2,1,Technology,0
CUST0767,928,medium,96,123253.93,2,0,0.59,550,1.55,62.5,2,1,0.75,8.18,0,2,1,Technology,0
CUST0768,144,small,48,25587.58,3,0,0.45,65,5.09,75.0,3,1,0.75,10.19,0,2,1,Technology,0
CUST0769,256,medium,84,28605.85,1,0,0.2,51,3.04,50.0,3,1,0.75,3.11,0,2,0,Retail,0
CUST0770,50,startup,60,6875.04,1,0,0.63,31,2.4,50.0,5,1,0.75,11.27,1,3,0,Technology,0
CUST0771,253,medium,24,32030.47,6,0,0.92,232,1.53,100.0,0,1,0.75,18.97,1,2,1,Technology,0
CUST0772,585,medium,108,60967.51,6,0,0.66,385,5.79,75.0,4,1,0.75,16.21,1,3,0,Retail,0
CUST0773,342,medium,60,37988.49,2,0,0.55,187,5.51,50.0,4,1,0.75,12.2,1,2,2,Technology,0
CUST0774,375,medium,168,49606.69,1,0,0.74,276,4.61,100.0,2,1,0.75,12.24,0,3,0,Technology,0
CUST0775,992,medium,108,103997.4,6,0,0.24,237,5.84,50.0,3,1,0.75,3.43,1,3,0,Technology,0
CUST0776,522,medium,12,74590.48,5,0,0.76,399,3.29,87.5,5,1,0.75,16.27,1,3,0,Retail,0
CUST0777,78,small,24,8476.94,1,0,0.85,66,5.97,100.0,3,1,0.75,17.88,1,2,0,Retail,1
CUST0778,34,startup,12,3931.01,1,0,0.21,7,4.11,50.0,6,1,0.75,3.11,0,3,0,Technology,1
CUST0779,589,medium,192,88112.52,6,0,0.19,110,5.8,62.5,2,1,1.0,2.8,1,3,0,Technology,0
CUST0780,504,medium,120,54297.3,6,0,0.73,368,3.67,50.0,2,1,0.75,18.05,1,2,1,Technology,1
CUST0781,240,medium,120,36874.79,1,0,0.23,54,5.11,37.5,2,1,0.75,3.03,0,3,1,Technology,1
CUST0782,150,small,60,22567.14,1,0,0.19,28,4.4,25.0,2,1,0.75,2.38,1,3,0,Technology,0
CUST0783,273,medium,72,33205.98,1,0,0.18,48,2.42,50.0,1,1,0.75,2.56,0,2,1,Technology,0
CUST0784,320,medium,120,47182.81,1,0,0.7,224,2.86,62.5,3,1,0.75,14.48,1,1,1,Technology,0
CUST0785,440,medium,228,68278.07,1,0,0.74,327,3.66,75.0,4,1,0.75,9.47,0,3,1,Technology,0
CUST0786,602,medium,132,86434.55,4,0,0.85,509,0.63,62.5,6,1,1.0,20.01,1,2,1,Technology,0
CUST0787,111,small,36,17666.79,1,0,0.75,82,1.27,50.0,4,1,0.75,15.27,1,4,2,Technology,0
CUST0788,667,medium,36,87767.97,3,0,0.36,237,5.6,75.0,4,1,0.75,5.68,1,2,1,Technology,0
CUST0789,330,medium,96,58718.77,3,0,0.63,208,0.89,75.0,4,1,0.75,13.81,1,2,0,Technology,0
CUST0790,456,medium,240,69226.46,6,1,0.21,95,1.37,37.5,1,1,0.75,4.43,1,3,0,Services,1
CUST0791,216,medium,36,21067.72,4,0,0.8,172,1.96,100.0,2,1,0.75,18.77,1,3,1,Technology,0
CUST0792,396,medium,96,40159.99,1,0,0.25,98,6.18,62.5,2,1,1.0,5.18,1,2,0,Retail,1
CUST0793,196,small,156,30748.53,1,0,0.73,142,3.76,50.0,4,1,1.0,11.2,1,3,0,Technology,1
CUST0794,192,small,48,22253.26,1,0,0.63,120,1.34,50.0,5,1,0.75,9.07,0,2,0,Technology,0
CUST0795,224,medium,72,23163.81,1,0,0.91,203,3.52,62.5,1,1,0.75,17.0,0,2,1,Technology,0
CUST0796,384,medium,12,58838.37,2,0,0.85,326,1.61,100.0,5,1,0.75,20.01,1,3,0,Retail,0
CUST0797,224,medium,84,27665.57,1,0,0.92,205,3.23,100.0,3,1,0.75,12.14,1,2,0,Technology,1
CUST0798,28,startup,12,4751.32,1,0,0.56,15,3.03,50.0,0,1,1.0,9.95,0,2,1,Technology,1
CUST0799,85,small,24,13388.88,4,0,0.35,29,5.62,37.5,0,1,1.0,8.52,1,3,0,Technology,1
CUST0800,828,medium,264,134537.2,1,0,0.22,179,1.48,62.5,3,1,0.75,4.74,1,2,1,Technology,0
CUST0801,49,startup,12,8778.16,1,0,0.46,22,7.07,37.5,2,1,0.75,10.78,1,3,0,Technology,1
CUST0802,165,small,0,22176.18,3,0,0.68,111,1.83,87.5,4,0,0.75,12.88,1,2,3,Retail,1
CUST0803,168,small,36,27087.87,1,0,0.44,74,3.53,75.0,3,1,0.75,6.88,1,2,0,Retail,0
CUST0804,204,medium,0,35310.35,3,0,0.84,170,0.64,87.5,2,0,0.75,13.31,1,3,1,Technology,0
CUST0805,513,medium,60,59662.5,2,0,0.72,367,3.38,62.5,3,1,1.0,11.98,0,1,0,Technology,0
CUST0806,285,medium,180,33225.07,1,0,0.67,191,0.84,62.5,2,1,0.75,14.12,1,3,1,Retail,0
CUST0807,486,medium,96,49229.82,6,0,0.45,218,1.07,50.0,4,1,0.75,6.07,1,2,0,Technology,0
CUST0808,387,medium,96,56732.68,1,0,0.67,259,5.76,75.0,2,1,0.75,13.07,1,3,0,Retail,0
CUST0809,451,medium,84,80673.93,4,0,0.84,380,5.39,87.5,1,1,1.0,19.22,1,2,0,Technology,0
CUST0810,470,medium,108,67976.63,1,0,0.48,227,6.0,75.0,3,1,0.75,7.33,0,2,0,Technology,0
CUST0811,667,medium,144,92735.11,3,0,0.69,458,1.82,50.0,3,1,0.75,16.32,1,2,0,Retail,0
CUST0812,100,small,12,15190.63,6,0,0.47,47,2.22,75.0,2,1,0.75,10.69,1,2,0,Retail,0
CUST0813,522,medium,96,54599.18,6,0,0.21,110,1.79,50.0,1,1,0.75,2.96,1,2,0,Technology,0
CUST0814,1008,enterprise,216,142114.72,6,0,0.76,765,1.53,62.5,4,1,0.75,17.76,1,2,0,Technology,1
CUST0815,525,medium,240,91928.4,1,0,0.65,342,5.64,75.0,2,1,0.75,11.69,1,3,1,Technology,0
CUST0816,78,small,24,10209.36,1,0,0.41,32,2.81,75.0,6,1,0.75,5.42,1,3,0,Technology,0
CUST0817,441,medium,60,43033.73,6,0,0.5,220,2.95,62.5,2,1,0.75,10.5,0,2,0,Technology,0
CUST0818,630,medium,132,90759.16,2,0,0.96,606,3.31,62.5,0,1,1.0,15.68,1,2,0,Technology,0
CUST0819,93,small,24,9110.52,1,0,0.87,81,5.7,87.5,4,1,0.75,11.42,1,1,1,Retail,0
CUST0820,270,medium,60,31821.02,1,0,0.42,113,6.74,37.5,2,1,0.75,9.69,0,3,0,Technology,0
CUST0821,150,small,60,14535.63,1,0,0.95,142,0.97,100.0,3,1,0.75,17.96,1,2,1,Retail,0
CUST0822,770,medium,108,115660.51,6,0,0.38,291,3.81,75.0,3,1,0.75,9.29,1,3,0,Retail,0
CUST0823,215,medium,36,23164.41,2,0,0.53,113,0.96,87.5,3,1,0.75,8.49,0,2,1,Technology,0
CUST0824,280,medium,84,38188.49,1,0,0.47,131,1.98,75.0,2,1,0.75,6.57,0,2,0,Technology,0
CUST0825,160,small,12,17264.58,4,0,0.94,150,3.68,75.0,3,1,0.75,15.25,1,4,0,Technology,0
CUST0826,470,medium,120,82670.88,1,0,0.84,396,1.14,75.0,2,1,0.75,11.29,0,3,0,Technology,0
CUST0827,301,medium,84,46596.83,1,1,0.73,219,0.94,75.0,2,1,0.75,13.7,1,1,2,Services,0
CUST0828,30,startup,36,2959.5,1,0,0.54,16,0.52,75.0,2,1,0.75,8.82,1,3,0,Technology,0
CUST0829,0,,0,0.0,1,0,0.54,0,0.62,75.0,0,0,0.75,7.14,1,2,3,Technology,1
CUST0830,60,small,60,9634.91,1,0,0.19,11,7.38,25.0,3,1,0.75,3.33,1,2,1,Retail,1
CUST0831,282,medium,12,33907.77,3,0,0.92,258,3.06,75.0,4,1,0.75,13.07,1,2,1,Technology,0
CUST0832,82,small,24,12896.05,1,0,0.75,61,3.37,75.0,5,1,0.75,15.23,0,2,2,Technology,1
CUST0833,180,small,72,21583.17,6,0,0.78,140,1.72,87.5,2,1,0.75,10.62,1,3,0,Technology,0
CUST0834,136,small,48,14599.15,1,0,0.66,90,2.33,87.5,0,1,0.75,8.56,1,3,0,Technology,0
CUST0835,180,small,72,32367.4,1,0,0.53,94,7.01,62.5,3,1,1.0,9.51,0,2,0,Retail,0
CUST0836,222,medium,60,24202.26,1,1,0.53,116,3.79,75.0,2,1,0.75,12.79,0,2,0,Services,0
CUST0837,121,small,132,19502.95,1,0,0.21,25,6.98,62.5,3,1,0.75,4.66,0,3,1,Retail,1
CUST0838,880,medium,216,100067.55,6,0,0.63,553,2.25,62.5,3,1,0.75,7.98,0,2,1,Technology,0
CUST0839,1012,enterprise,252,106494.17,1,0,0.23,237,3.16,50.0,2,1,0.75,5.22,0,2,0,Retail,1
CUST0840,360,medium,72,36823.76,6,0,0.24,86,1.5,37.5,3,1,0.75,4.6,1,2,2,Retail,0
CUST0841,280,medium,96,32118.28,6,0,0.74,207,4.02,87.5,2,1,0.75,11.55,1,3,1,Technology,0
CUST0842,150,small,48,17713.13,6,0,0.36,54,0.74,75.0,2,1,1.0,8.71,1,2,0,Technology,0
CUST0843,14,startup,12,1859.08,1,0,0.95,13,1.18,87.5,4,1,0.75,21.54,0,2,0,Technology,1
CUST0844,376,medium,96,56047.84,1,0,0.81,305,5.35,62.5,2,1,1.0,11.7,1,1,1,Technology,0
CUST0845,200,small,120,19483.1,1,0,0.62,124,7.19,75.0,3,1,0.75,10.38,1,3,1,Retail,0
CUST0846,416,medium,12,50383.58,3,0,0.81,338,0.96,87.5,3,1,0.75,16.18,0,3,0,Technology,0
CUST0847,510,medium,84,58891.53,2,0,0.44,223,1.95,62.5,2,1,0.75,5.9,1,3,0,Technology,0
CUST0848,630,medium,156,83829.53,1,0,0.18,116,1.6,62.5,3,1,1.0,2.53,1,3,0,Technology,0
CUST0849,88,small,24,14651.94,1,0,0.74,65,2.22,100.0,2,1,0.75,9.59,1,3,2,Technology,0
CUST0850,112,small,48,18036.08,6,0,0.54,60,5.13,50.0,2,1,0.75,8.21,0,4,1,Retail,1
CUST0851,38,startup,12,6273.09,1,0,0.2,7,3.7,50.0,3,1,0.75,3.21,1,2,0,Retail,0
CUST0852,896,medium,60,143035.5,4,0,0.18,165,1.35,62.5,2,1,0.75,3.51,1,2,1,Technology,0
CUST0853,270,medium,120,26201.33,1,0,0.95,257,7.72,75.0,5,1,0.75,16.51,1,2,0,Technology,0
CUST0854,27,startup,12,3035.48,1,0,0.25,6,3.59,50.0,4,1,1.0,5.66,1,2,0,Technology,0
CUST0855,112,small,36,16606.07,4,0,0.7,78,2.86,50.0,2,1,0.75,9.71,0,2,0,Technology,0
CUST0856,658,medium,168,115674.19,1,0,0.79,518,1.64,100.0,2,1,0.75,19.14,0,3,1,Technology,0
CUST0857,90,small,24,14694.69,1,0,0.58,52,3.24,50.0,2,1,0.75,7.46,0,3,1,Technology,0
CUST0858,240,medium,72,38736.34,1,0,0.75,179,2.77,75.0,4,1,0.75,15.08,1,2,0,Technology,1
CUST0859,650,medium,84,105568.18,3,0,0.55,355,5.76,87.5,6,1,0.75,8.96,1,2,0,Technology,0
CUST0860,144,small,60,14649.52,1,0,0.77,110,3.38,75.0,2,1,0.75,14.35,0,4,1,Technology,0
CUST0861,46,startup,0,4840.72,1,0,0.81,37,3.1,87.5,5,0,0.75,15.74,1,3,1,Technology,1
CUST0862,364,medium,312,49197.75,6,0,0.23,82,5.66,50.0,2,1,1.0,4.5,1,2,0,Retail,0
CUST0863,162,small,0,22753.3,2,0,0.74,120,0.83,87.5,3,0,0.75,18.3,1,4,0,Technology,0
CUST0864,180,small,60,18725.71,1,1,0.61,109,1.7,62.5,2,1,0.75,9.92,1,2,0,Services,0
CUST0865,140,small,12,16033.47,6,0,0.24,33,4.85,25.0,2,1,0.75,4.63,0,3,2,Technology,1
CUST0866,272,medium,48,27226.69,6,0,0.21,56,3.62,50.0,3,1,0.75,3.25,1,2,0,Retail,0
CUST0867,190,small,0,29095.48,5,0,0.5,94,0.59,50.0,2,0,0.75,6.95,1,2,1,Retail,0
CUST0868,480,medium,24,63337.91,2,0,0.18,87,2.19,62.5,3,1,1.0,4.12,1,2,1,Technology,0
CUST0869,72,small,72,7671.44,1,0,0.18,13,3.83,62.5,2,1,0.75,2.73,1,3,1,Technology,0
CUST0870,775,medium,48,103749.77,5,0,0.45,351,3.99,75.0,2,1,0.75,7.83,1,2,0,Technology,0
CUST0871,615,medium,84,65488.26,3,0,0.19,119,0.68,50.0,2,1,0.75,4.17,1,2,1,Retail,0
CUST0872,36,startup,12,6045.9,1,0,0.42,15,2.93,75.0,3,1,0.75,9.47,0,2,0,Technology,1
CUST0873,240,medium,120,41247.7,1,0,0.7,168,2.31,62.5,3,1,0.75,14.69,0,2,0,Retail,0
CUST0874,322,medium,84,31391.37,1,0,0.66,212,3.95,75.0,4,1,0.75,16.47,1,4,0,Technology,0
CUST0875,250,medium,120,41514.35,1,0,0.63,157,7.32,75.0,4,1,0.75,9.74,0,2,1,Technology,0
CUST0876,960,medium,240,154505.29,1,0,0.73,704,5.31,100.0,3,1,1.0,12.1,1,2,0,Technology,0
CUST0877,32,startup,24,5434.97,1,0,0.99,31,0.68,87.5,2,1,0.75,15.87,1,1,0,Retail,0
CUST0878,288,medium,72,45911.6,2,0,0.93,268,1.98,100.0,3,1,0.75,18.22,0,2,0,Technology,0
CUST0879,260,medium,48,44336.31,6,1,0.19,49,5.08,62.5,3,1,0.75,4.75,1,1,2,Services,0
CUST0880,180,small,132,25549.4,1,0,0.9,161,2.63,75.0,3,1,0.75,19.08,1,1,1,Retail,0
CUST0881,20,startup,24,2200.55,1,0,0.37,7,2.3,62.5,2,1,1.0,5.21,1,3,1,Technology,0
CUST0882,420,medium,96,62088.18,4,0,0.58,245,1.49,87.5,2,1,0.75,13.55,1,2,0,Technology,0
CUST0883,187,small,84,29840.17,2,0,0.19,35,2.56,50.0,2,1,1.0,2.89,1,4,0,Technology,0
CUST0884,585,medium,168,95109.23,1,0,0.73,428,4.92,62.5,5,1,0.75,15.72,1,2,0,Technology,0
CUST0885,273,medium,60,26459.32,6,0,0.48,129,4.43,50.0,2,1,0.75,8.66,1,3,0,Retail,0
CUST0886,55,small,48,8040.68,1,0,0.92,50,3.73,87.5,4,1,0.75,19.91,1,2,0,Retail,0
CUST0887,144,small,132,18683.52,1,0,0.44,62,2.44,75.0,2,1,1.0,6.18,1,2,1,Technology,0
CUST0888,240,medium,12,30476.35,3,0,0.23,55,3.09,25.0,6,1,0.75,3.91,1,2,0,Technology,0
CUST0889,160,small,156,21205.33,4,0,0.87,139,2.03,87.5,6,1,0.75,17.27,0,3,1,Retail,0
CUST0890,441,medium,108,66796.01,1,0,0.22,97,1.41,25.0,3,1,0.75,2.88,0,2,0,Technology,0
CUST0891,396,medium,60,62978.78,6,0,0.65,258,4.08,87.5,2,1,0.75,14.1,0,2,1,Technology,0
CUST0892,250,medium,120,40710.5,1,0,0.98,245,0.52,62.5,5,1,0.75,13.32,1,1,0,Technology,0
CUST0893,11,startup,12,1497.32,1,0,0.5,5,4.12,37.5,2,1,1.0,7.27,1,3,1,Technology,1
CUST0894,90,small,36,11841.4,1,0,0.92,82,4.6,62.5,5,1,0.75,14.54,1,2,0,Technology,0
CUST0895,1440,enterprise,120,247005.34,3,0,0.71,1020,7.75,100.0,2,1,0.75,13.95,1,2,1,Technology,0
CUST0896,294,medium,72,32384.21,1,0,0.25,72,1.91,50.0,2,1,0.75,5.25,0,2,1,Technology,0
CUST0897,170,small,120,22895.58,1,0,0.23,38,5.96,50.0,2,1,0.75,4.62,1,3,1,Technology,0
CUST0898,286,medium,72,34052.91,5,0,0.89,253,1.3,87.5,2,1,0.75,12.68,1,3,0,Retail,0
CUST0899,600,medium,96,63359.76,3,0,0.85,509,2.37,87.5,2,1,0.75,13.31,1,4,0,Technology,0
CUST0900,345,medium,12,53415.23,2,0,0.59,203,3.48,50.0,2,1,0.75,12.88,1,3,0,Technology,0
CUST0901,420,medium,132,64030.17,1,0,0.45,190,3.84,62.5,2,1,0.75,6.44,0,2,0,Technology,0
CUST0902,119,small,12,16583.91,5,0,0.43,50,2.73,75.0,4,1,0.75,8.01,0,1,0,Technology,0
CUST0903,205,medium,60,22059.26,1,0,0.53,108,5.96,50.0,2,1,0.75,11.43,1,2,1,Technology,0
CUST0904,144,small,72,21150.26,1,0,0.94,136,4.4,87.5,2,1,0.75,20.69,1,2,3,Technology,0
CUST0905,1000,medium,12,96850.26,6,0,0.91,906,3.35,100.0,3,1,0.75,21.37,1,3,1,Technology,0
CUST0906,360,medium,84,40754.94,3,0,0.78,280,4.52,100.0,2,1,0.75,14.6,0,3,1,Technology,0
CUST0907,26,startup,12,3043.41,1,0,0.72,18,1.59,75.0,5,1,0.75,15.18,0,1,0,Technology,0
CUST0908,390,medium,264,37947.61,6,0,0.47,182,2.57,50.0,5,1,0.75,11.17,1,2,0,Retail,0
CUST0909,130,small,108,22030.84,1,0,0.67,87,0.55,87.5,3,1,0.75,12.2,1,1,0,Retail,0
CUST0910,15,startup,12,1958.59,1,0,0.95,14,1.38,75.0,2,1,0.75,16.66,1,1,0,Technology,0
CUST0911,47,startup,12,5105.05,1,0,0.67,31,0.95,87.5,2,1,1.0,9.77,1,2,0,Technology,0
CUST0912,40,startup,12,6611.19,1,0,0.98,39,1.25,87.5,4,1,0.75,23.03,1,4,0,Retail,1
CUST0913,168,small,96,27448.19,1,0,0.96,160,4.43,87.5,2,1,1.0,21.0,0,2,0,Technology,0
CUST0914,364,medium,288,51091.45,2,0,0.4,144,2.56,37.5,2,1,0.75,9.6,1,4,1,Retail,1
CUST0915,1326,enterprise,396,148486.94,1,0,0.46,616,1.63,75.0,3,1,0.75,9.1,1,3,0,Technology,0
CUST0916,54,small,24,6282.93,1,0,0.68,36,1.46,50.0,2,1,1.0,10.81,0,3,0,Technology,1
CUST0917,1066,enterprise,132,116540.11,2,0,0.41,436,2.36,75.0,2,1,0.75,6.59,1,3,0,Retail,0
CUST0918,160,small,36,18992.24,1,0,0.19,29,1.49,50.0,3,1,0.75,4.55,1,2,0,Retail,0
CUST0919,775,medium,348,111420.63,4,0,0.42,328,3.56,75.0,5,1,1.0,9.71,0,2,1,Retail,0
CUST0920,400,medium,108,41791.73,6,0,0.79,316,1.28,100.0,6,1,0.75,10.23,0,2,1,Technology,0
CUST0921,210,medium,132,37223.86,4,0,0.41,86,1.72,62.5,2,1,0.75,7.14,1,2,0,Technology,0
